n,country,code,region,ims_2005,ims_2010,ims_2015,nmi_2012,nmi_2017,swm_2015,swm_2019,lngdppc_2005,lngdppc_2010,lngdppc_2015,lngdppc_2016,lngdppc_2017,lngdppc_2018,lngdppc_2019,geduc_2005,geduc_2010,geduc_2015,geduc_2016,geduc_2017,geduc_2018,geduc_2019,unem_2005,unem_2010,unem_2015,unem_2016,unem_2017,unem_2018,unem_2019,edb_2019,timebuss_2005,timebuss_2010,timebuss_2015,timebuss_2016,timebuss_2017,timebuss_2018,timebuss_2019,gef_2005,gef_2010,gef_2015,gef_2016,gef_2017,gef_2018,gef_2019,psa_2005,psa_2010,psa_2015,psa_2016,psa_2017,psa_2018,psa_2019,req_2005,req_2010,req_2015,req_2016,req_2017,req_2018,req_2019,rlw_2005,rlw_2010,rlw_2015,rlw_2016,rlw_2017,rlw_2018,rlw_2019,vacc_2005,vacc_2010,vacc_2015,vacc_2016,vacc_2017,vacc_2018,vacc_2019,cci_2005,cci_2010,cci_2015,cci_2016,cci_2017,cci_2018,cci_2019,efi_2005,efi_2010,efi_2015,efi_2016,efi_2017,efi_2018,efi_2019,ecfif_2005,ecfif_2010,ecfif_2015,ecfif_2016,ecfif_2017,ecfif_2018,pw,ind,msc,una,lto,idu,inmp_lower05,inmp_raise05,inmp_lower09,inmp_raise09,inmp_lower15,inmp_raise15,retp_yes15,pop_2005,lgpop_2005,pop_2010,lgpop_2010,pop_2014,pop_2015,lgpop_2015,pop_2017,pop_2018,pop_2019,p1564_2005,p1564_2010,p1564_2015,p1564_2016,p1564_2017,p1564_2018,p1564_2019,namerica,easia,ecasia,africame,sasia,ssafrica,asia,europe,africa,pacific,langpr,langfr,infl_2005,infl_2010,infl_2012,infl_2013,infl_2014,infl_2015,infl_2016,infl_2017,infl_2018,infl_2019,islam,unaff,hinduism,relgothers,govfcexp_2015,govfcexp_2016,govfcexp_2017,govfcexp_2018,govfcexp_2019,currenthexp_2015,currenthexp_2016,currenthexp_2017,currenthexp_2018,democracy_2005,demcr_high05,democracy_2010,demcr_high10,democracy_2015,demcr_high15,hief_2005,hief_2010,hief_2013,agedem_2015,mwg_2010,ppp_2005,ppp_2006,ppp_2007,ppp_2008,ppp_2009,ppp_2010,ppp_2011,ppp_2012,ppp_2013,ppp_2014,ppp_2015,ppp_2016,ppp_2017,ppp_2018,ppp_2019,more_demreg,oilrent_2005,oilrent_2010,oilrent_2015,refugpop05,refugpop10,refugpop15,lgrefug_2005,lgrefug_2010,lgrefug_2015,gexp_imf05,gexp_imf10,gexp_imf15,vulemp_2005,vulemp_2010,vulemp_2015,primenr_2005,primenr_2010,primenr_2015,seconer_2005,seconer_2010,seconer_2015,tertenr_2005,tertenr_2010,tertenr_2015,natresour_05,natresour_10,natresour_15,natdis_2005,natdis_2010,natdis_2015,cpi_2015,cpi_2018,life_expb05,life_expb10,life_expb15,rcatexp_sg05,rcatexp_sg10,rcatexp_sg15,contrprev_05,contrprev_10,contrprev_15,ginirank,ginival,tour_arr2005,tour_arr2010,tour_arr2015,richoil_2015,remrec_2015
48,Cote d'Ivoire,CIV,Sub-Saharan Africa,11.08948903,10.4073887,9.582598655,-80000,-40000,80.7,81.2,8.207996183,8.205465057,8.393250235,8.437221324,8.482757366,8.52386652,8.558825619,4.105750084,4.553460121,3.494159937,3.97232008,3.80347991,3.256030083,NA,5.506000042,6.704999924,3.101999998,3.101999998,3.273000002,3.210000038,3.316999912,110,45,40,7,7,8,6,6,-1.323396,-1.285643,-0.6855241,-0.6731305,-0.7580353,-0.5705186,-0.482588,-2.264047,-1.583894,-0.8325459,-0.9075593,-1.090075,-0.8890731,-0.962356,-0.8962979,-0.9260469,-0.504151,-0.3648906,-0.3618664,-0.2004344,-0.2428631,-1.479573,-1.21725,-0.6297165,-0.6445513,-0.6302257,-0.579603,-0.5669066,-1.294619,-1.048398,-0.4073412,-0.3084423,-0.2832149,-0.2315187,-0.2225739,-1.240558,-1.157896,-0.4349297,-0.5300656,-0.5254095,-0.4993051,-0.5250723,56.6,54.1,58.5,NA,NA,NA,62.4,5.96,5.67,5.89,5.95,5.96,6.09,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,18354514,16.7253861,21547188,16.83754147,22647683,23226143,16.96078906,24437469,25069229,25716544,52.99264802,53.52049754,54.63863285,54.79850449,54.99270587,55.20408485,55.41217747,0,0,0,0,0,1,0,0,1,0,0.012,22,3.885830399,1.226456121,1.304511199,2.581170373,0.448682077,1.251499548,0.723178458,0.685881065,0.359409031,-1.10686344,0,0,0,0,8.742420019,9.517161524,10.16527119,10.24097815,10.11321959,4.42198133,4.53622293,4.45303488,4.19003773,0,0,0,0,4,1,73.3,73.2,73.1,0,152.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3.150493942,2.905778754,0.395315219,41624,26213,1972,10.6364322,10.17401075,7.586803535,13.597,14.465,16.503,80.34999847,78.39999962,73.96999931,NA,NA,90.65904236,NA,NA,42.45389175,NA,7.672249794,8.794380188,5.590834068,6.859126363,4.035882825,0,17.99999997,15.99999998,32,35,50.12,52.964,56.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.43718437,14.18084787,0,0.734223988
49,Croatia,HRV,Europe & Central Asia,13.23128347,13.28061996,13.60471399,-38493,-40004,71.6,69.3,10.06167769,10.09270729,10.1042485,10.14561575,10.19143583,10.22805989,10.26123699,NA,4.242040157,NA,NA,3.917129993,NA,NA,12.59799957,11.61999989,16.17499924,16.17499924,11.20800018,8.43200016,6.934999943,51,29,20.5,22.5,22.5,22.5,22.5,19.5,0.4607839,0.6223207,0.5138493,0.4942868,0.5713063,0.4569183,0.4099745,0.4330623,0.6084636,0.590728,0.6637695,0.6918686,0.8100172,0.7554738,0.5099912,0.5743341,0.3640225,0.3562783,0.424106,0.5383773,0.5910058,0.1285327,0.2019465,0.2003541,0.4091761,0.3342483,0.3243876,0.3661346,0.4526123,0.4764283,0.5555071,0.5253699,0.5123525,0.5031265,0.5347807,0.1686195,0.0592684,0.2452261,0.2033308,0.1867018,0.1316723,0.1255409,51.9,59.2,61.5,59.1,59.4,61,61.4,6.58,6.96,7.25,7.2,7.41,7.36,73,33,40,80,58,33,0,0,1,0,0,0,1,4310145,15.2764821,4267558,15.27306153,4238389,4203604,15.25145281,4124531,4087843,4067500,67.02161095,66.99714544,66.21314502,65.95282709,65.53958216,65.04262698,64.57764368,0,0,1,0,0,0,0,1,0,0,NA,2,3.317178244,1.030555053,3.412073491,2.216582064,-0.21519616,-0.464499005,-1.125,1.129372103,1.50012501,0.771820346,0,0,0,0,20.12164551,19.59425801,19.48227693,19.5144647,19.72968297,6.78635979,6.82976627,6.77827311,6.82702351,9,1,9,1,9,1,21.9,18.8,17.1,16,636.29,3.492,3.52,3.57,3.697,3.778,3.769,3.753,3.664,3.575,3.543,3.511,3.382,3.327,3.307,3.297,1,0.384601719,0.420729966,0.191986556,2927,933,518,7.981733287,6.838405201,6.249975242,46.924,48.545,48.634,19.8799994,17.10999966,10.46999991,103.345993,91.94394684,100.5792313,93.17102814,99.90100098,98.65386963,44.76409149,54.02853012,66.4910202,0.771734852,1.055098916,0.693444669,2,1.000000011,0.999999983,51,48,75.24463415,76.47560976,77.27560976,NA,5,2.7,NA,NA,NA,135,31.1,15.86229977,16.02499303,16.35577307,0,5.08995071
50,Cuba,CUB,Latin America & Caribbean,0.151167049,0.13103843,0.117089665,-80000,-72000,36.6,42.2,NA,NA,NA,NA,NA,NA,NA,10.55778027,12.83730984,NA,NA,NA,NA,NA,1.950000048,2.5,2.400000095,2.400000095,1.700000048,1.700000048,1.638000011,NA,NA,NA,NA,NA,NA,NA,NA,-0.5437028,-0.3614289,0.021765,-0.1049787,-0.181841,-0.2448378,-0.1725442,0.4241648,0.3492924,0.6441017,0.6853639,0.6469012,0.6563528,0.613414,-1.314237,-1.671379,-1.22355,-1.338703,-1.329062,-1.459868,-1.486731,-1.080982,-0.718004,-0.7014594,-0.4423624,-0.4313568,-0.4444182,-0.3224891,-1.805158,-1.616888,-1.558119,-1.560149,-1.551708,-1.444532,-1.424033,0.2751988,0.3128165,0.0704845,0.1691387,0.2656287,0.1654531,0.0432405,35.5,26.7,29.6,29.8,33.9,31.9,27.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,11261582,16.23690767,11257101,16.23372811,11306902,11324781,16.24250389,11339259,11338138,11333483,69.93057459,69.7183692,69.27860239,69.03808734,68.8156205,68.60254959,68.39269093,0,0,0,0,0,0,0,0,0,0,0.059,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,32.20593805,31.89558936,30.8380915,30.05308779,NA,12.81401348,12.2177515,11.7113266,11.18745422,-7,0,-7,0,-7,0,50.5,51.3,51.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.667717887,1.323311445,0.439099371,697,406,300,6.546785411,6.00635316,5.703782475,NA,NA,NA,11.01000023,9.309999943,19.12999952,101.1121826,101.4597702,99.48757935,93.05297852,92.24871063,97.89115143,62.19303894,94.85228729,36.11420059,3.245983794,3.07306201,0.879507717,16.00000019,4.00000003,2.999999968,47,47,77.688,78.338,78.561,NA,NA,NA,NA,77.8,NA,NA,NA,14.63131775,14.73459738,15.06569879,NA,NA
51,Curacao,CUW,Latin America & Caribbean,0,23.45923241,23.92511593,6817,2573,NA,NA,10.27859186,10.25917964,10.18673606,10.16621821,10.14547208,10.12591665,10.10558154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137658,11.83252763,152088,11.90970631,155909,157980,11.97022372,160175,159800,157538,66.41051256,66.2468497,64.90831858,64.65427315,64.50613283,64.43115906,64.33693949,0,0,0,0,0,0,0,0,0,0,NA,NA,4.117117117,2.779442613,3.183987463,1.332320862,1.498739696,-0.47654205,-0.047207985,1.585588017,2.583687566,2.622207834,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,7,46,NA,1.945910149,3.828641396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,78.07560976,NA,NA,NA,NA,NA,NA,NA,NA,12.31043266,12.74256602,13.05622357,0,4.517079052
52,Cyprus,CYP,Europe & Central Asia,11.34675465,17.02686908,16.83403415,22509,25000,80.3,80.4,10.53618824,10.55129717,10.44510123,10.50580204,10.53918838,10.56675505,10.5851865,6.286670208,6.54279995,6.346360207,6.163799763,5.777190208,NA,NA,5.303999901,6.263000011,14.90799999,14.90799999,11.05200005,8.369999886,7.274000168,54,NA,8,8,6,6,6,6,1.157761,1.53183,1.04862,0.9609431,0.9199778,0.9209022,0.9924904,0.5162975,0.4524448,0.5508665,0.6042547,0.5377303,0.4993934,0.5165108,1.221836,1.423306,1.062325,1.052626,1.030003,0.873209,1.012343,0.8870873,1.216249,1.039911,0.721344,0.8849497,0.7528808,0.7598994,0.9558727,1.023391,1.031584,1.04664,1.055183,1.038192,1.077345,0.9068687,0.9748735,1.007444,0.8266463,0.7827372,0.6400679,0.6048772,71.9,70.9,67.9,68.7,67.9,67.8,68.1,7.5,7.81,7.82,7.83,7.82,7.84,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,NA,1027662,13.84279688,1135046,13.92222096,1152285,1160985,13.96477934,1179680,1189265,1198575,69.23686971,70.74586648,70.27145054,70.0034268,69.74801598,69.49309027,69.24464468,0,0,1,0,0,0,0,1,0,0,NA,2,2.560161323,2.430040841,2.3890541,-0.399357676,-1.354988854,-2.096997691,-1.429166667,0.531766496,1.435491195,0.250370997,0,0,0,0,16.35376149,15.24670168,14.90814505,14.68574101,16.56131023,6.92568588,6.83423901,6.73828936,6.76976299,10,1,10,1,10,1,34.5,34.6,34.7,39,NA,0.672,0.672,0.682,0.7,0.697,0.702,0.699,0.707,0.687,0.68,0.663,0.622,0.615,0.609,0.601,1,0,0,0,700,3397,7062,6.551080335,8.130647968,8.862483576,39.689,41.806,39.645,15.8300004,13.81999993,12.62000036,100.8579483,101.6243286,99.30011749,96.54328156,91.44080353,99.77831268,33.22082138,48.31158066,60.10123062,0.000729538,0.060287006,0.043032139,0,0,0,61,59,78.63,79.43,80.35,10.3,7.1,12.1,NA,NA,NA,107,34,14.71972871,14.59161926,14.79346067,0,1.501069083
53,Czech Republic,CZE,Europe & Central Asia,3.152613407,3.786042643,3.84222568,59997,110057,88.8,87.4,10.32550792,10.42261902,10.49976339,10.5228992,10.57063855,10.59861186,10.61796107,3.890379906,4.064459801,5.788849831,5.587379932,3.854020119,NA,NA,7.927000046,7.278999805,5.046000004,5.046000004,2.890000105,2.243000031,1.932999969,41,57,32,30.5,24.5,24.5,24.5,24.5,0.9252368,0.9052177,1.046509,1.036739,1.005325,0.9222081,0.8856382,0.9360713,0.9892337,0.9791891,0.9761155,0.9998168,1.038869,0.952085,1.110906,1.299505,1.098858,0.986401,1.232614,1.276147,1.245128,0.8675278,0.9494792,1.148088,1.035502,1.116695,1.048951,1.046504,0.9056726,1.014818,1.042761,1.025371,0.9722978,0.9313924,0.9368531,0.4873076,0.3316386,0.4337359,0.5367572,0.5676827,0.5038155,0.5062277,64.6,69.8,72.5,73.2,73.3,74.2,73.7,7.39,7.64,7.86,7.87,7.77,7.81,57,58,57,74,70,29,0,1,0,0,NA,NA,1,10211216,16.13899728,10510785,16.1644457,10525347,10546059,16.17126279,10594438,10629928,10669709,71.22484943,70.31826833,66.89083524,66.27224569,65.61791833,64.99251759,64.47630503,0,0,1,0,0,0,0,1,0,0,NA,1,1.857097891,1.472727273,3.287623066,1.438297872,0.34398859,0.309364548,0.683504209,2.450533985,2.149494949,2.847875959,0,1,0,0,18.91525406,18.96218641,18.75827057,19.39351786,19.73773751,7.24275684,7.1495986,7.23133898,7.64651203,10,1,9,1,9,1,30.2,27.5,26.2,23,NA,13.935,13.614,13.727,13.736,13.985,13.627,13.345,13.298,12.785,12.703,12.935,12.578,12.378,12.398,12.65,1,0.049319064,0.025511866,0.010419261,1803,2424,3640,7.497207223,7.793174347,8.199738961,42.007,43.183,41.432,12.29999971,14.07999957,13.81000006,99.21469879,103.8044205,99.51667786,95.67085266,94.65641785,105.0893021,48.34936142,63.94588089,64.48162842,0.793923372,0.898794224,0.307669102,1.999999998,17,0,56,59,75.92439024,77.42439024,78.57804878,0.3,0.4,0.3,78.2,NA,NA,155,25.9,15.66175821,15.66144251,15.97963786,0,1.422530823
55,Djibouti,DJI,Middle East & North Africa,11.83071559,12.22613812,12.65412041,6002,4501,68.1,73.2,NA,NA,8.409346747,8.457347478,8.493969714,8.559119568,8.618801517,8.365889549,4.49022007,3.590240002,3.924390078,3.748559952,3.627739906,NA,10.62899971,10.68099976,10.58399963,10.58399963,10.38199997,10.25699997,10.29500008,112,44,37,14,14,14,14,14,-0.8036719,-0.9720984,-0.9543255,-0.9739625,-1.031035,-0.8990966,-0.7133427,-0.8133122,0.2534813,-0.4435316,-0.6264004,-0.736761,-0.1290753,-0.3445927,-0.7841079,-0.6264775,-0.6991644,-0.7000202,-0.6411554,-0.6979581,-0.7717019,-0.9570376,-0.7291497,-0.9221799,-0.9759274,-0.913365,-0.9224761,-0.9144034,-1.109946,-1.265671,-1.412141,-1.370006,-1.405163,-1.351728,-1.406525,-0.7104241,-0.4044653,-0.6576262,-0.6534802,-0.6407259,-0.7168902,-0.8556599,55.2,51,57.5,56,46.7,45.1,47.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,0,783254,13.57121232,868136,13.64139286,898696,913993,13.72557819,944097,958920,973560,58.82382982,63.61214856,65.12697581,65.27921284,65.56145065,65.89830466,66.1859567,0,0,0,1,0,0,0,0,1,0,0.012,22,3.104966401,3.950078759,3.731209508,2.706032429,1.341864943,-0.847389734,2.738412087,0.568112117,0.14797085,3.319253727,1,0,0,0,19.86289865,22.242092,21.86160752,20.64625755,NA,3.07555771,2.72740006,2.46476316,2.32438445,2,1,2,1,4,1,65.1,65,64.9,0,NA,79.469,79.83,81.609,87.784,88.474,90.911,93.572,98.27,100.152,102.111,103.302,106.126,106.023,104.579,106.155,0,0,0,0,10455,15102,19369,9.254835612,9.622582464,9.871429129,26.233,26.651,41.862,41.16999912,39.38999891,36.38000107,43.61315155,NA,70.13204193,22.93004036,NA,46.76042175,2.299069881,3.616280079,NA,0.529249755,0.838156181,0.66101077,0,0,0,34,31,57.991,60.062,64.136,NA,NA,NA,NA,NA,NA,50,41.6,10.3155972,10.83958091,NA,0,1.6341338
56,Dominica,DMA,Latin America & Caribbean,6.725071589,8.100664634,9.246009906,NA,NA,59.8,69.5,9.226186369,9.392961611,9.38197228,9.405475437,9.332943745,9.353330156,NA,NA,NA,3.408580065,NA,NA,NA,5.573450089,NA,NA,NA,NA,NA,NA,NA,111,14,13,12,12,12,12,12,0.4908443,0.6499092,0.1173119,0.054379,-0.253772,-0.2895034,-0.2612646,0.8326582,0.9031178,1.077941,1.002438,1.197893,1.102953,1.073779,0.785306,0.4842022,0.2325697,0.1990751,0.1292983,0.084885,0.1019005,0.6193435,0.7056356,0.6734655,0.6063735,0.6490896,0.671662,0.6863382,0.9323842,0.9825406,0.8788872,0.8994573,0.8838944,0.8187482,0.8967021,0.6628075,0.7088679,0.6234236,0.6249671,0.6515337,0.5458227,0.5262952,NA,63.2,66.1,67,63.7,64.5,63.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,70589,11.1646296,70965,11.16871537,71085,71183,11.1730093,71458,71625,71808,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0.053,56,1.681900799,2.999366305,1.356771478,-0.046411647,0.799250373,-0.843826985,0.141816226,0.296252889,0.989191119,NA,0,0,0,0,NA,NA,NA,NA,NA,5.1857729,5.15253305,5.44028521,6.59153605,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,1.807,1.795,1.775,1.767,1.894,1.878,1.87,1.859,1.867,1.811,1.841,1.826,1.738,1.72,1.717,0,0,0,0,NA,NA,NA,NA,NA,NA,30.957,39.427,32.412,NA,NA,NA,91.47368622,102.7395477,116.1912079,103.2311478,88.90933228,94.25424194,NA,NA,NA,0.02119594,0.04915488,0.047467708,0,3.000004232,6.000122348,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.27720313,11.2515607,11.22524339,0,10.34295788
57,Dominican Republic,DOM,Latin America & Caribbean,4.070347543,3.977780119,3.947079853,-153000,-150000,78.4,83.3,9.23905502,9.455828564,9.637459468,9.690702897,9.725277487,9.781984417,9.820806691,NA,NA,NA,NA,NA,NA,NA,6.586999893,5.211999893,7.605000019,7.605000019,5.831999779,5.738999844,5.84499979,115,76,15,14.5,18.5,16.5,16.5,16.5,-0.5511778,-0.6435439,-0.3573123,-0.2637113,-0.3700335,-0.4002573,-0.357478,-0.2587449,-0.044954,0.2367064,0.252106,0.1605222,0.0322322,0.0189059,-0.384817,-0.1522817,-0.037778,-0.065245,-0.0788678,-0.0654638,-0.0535924,-0.6704072,-0.8083335,-0.5126879,-0.3951495,-0.4179761,-0.3792109,-0.3476975,-0.0705539,0.0738616,0.1542684,0.1819112,0.1587948,0.1407232,0.201905,-0.690176,-0.8436301,-0.8184461,-0.7563761,-0.7389232,-0.7564989,-0.763217,55.1,60.3,61,61,62.9,61.6,61,6.63,7.42,7.51,7.48,7.46,7.58,65,30,65,45,13,54,0,0,0,0,0,0,1,9097257,16.0234835,9930911,16.08713333,10165178,10281680,16.14587423,10513131,10627165,10738958,61.66022352,63.53787642,64.66184515,64.77723382,64.86939538,64.94005302,64.99291644,0,0,0,0,0,0,0,0,0,0,0.059,20,4.190202605,6.329932201,3.694549458,4.830950967,2.998642261,0.836746347,1.614166072,3.279556947,3.56443426,1.81060377,0,0,0,0,10.28874596,10.3026904,10.93864349,10.85985699,11.06879727,5.78464127,5.82759809,5.83058691,5.73298407,8,1,8,1,8,1,44.6,45,45.3,50,NA,14.253,14.753,15.464,16.745,17.2,17.927,18.976,20.189,20.887,21.359,21.151,20.819,21.613,21.976,22.136,0,0,0,0,NA,600,615,NA,6.396929655,6.421622268,15.144,15.799,16.681,41.49000049,43.43999827,41.17999864,108.3769226,110.5022202,111.4053574,71.14797974,78.15454102,79.97901917,NA,NA,51.74710846,1.499916671,0.193156915,1.250351183,1.000002718,8.999999952,2.000000001,33,30,70.771,72.046,73.241,40.2,21.3,17.2,NA,73,NA,29,45.7,15.12140798,15.23257658,15.53827716,0,7.301640918
58,Ecuador,ECU,Latin America & Caribbean,1.364403601,2.178591966,2.400299101,-38001,182000,56,62.2,9.159435338,9.243868783,9.383989148,9.354580678,9.360303045,9.355457446,9.339202359,NA,4.507430077,4.998700142,NA,NA,NA,NA,3.778000116,4.087999821,3.615999937,3.615999937,3.835999966,3.529999971,3.967999935,129,69,56,50.5,48.5,48.5,48.5,48.5,-0.9469087,-0.7165983,-0.4423296,-0.430313,-0.3218437,-0.2613976,-0.3985842,-0.7943653,-0.5866745,-0.1439559,-0.085358,-0.0748771,-0.0808058,-0.1890175,-0.7875217,-1.17082,-1.157369,-1.018454,-1.002314,-0.8689445,-0.8236187,-0.7937143,-1.204076,-1.028903,-0.7612534,-0.7014174,-0.6388752,-0.5773571,-0.3637435,-0.2310853,-0.2117548,-0.247168,-0.1723405,0.0243482,0.0609436,-0.7129551,-0.773099,-0.6712533,-0.6803263,-0.5996267,-0.5656243,-0.4964109,52.9,49.3,49.2,48.6,49.3,48.5,46.9,6.17,6.2,6.42,6.29,6.37,6.46,78,8,63,67,NA,NA,1,0,1,0,1,0,1,13825847,16.44205037,15474102,16.52430162,15951838,16212020,16.6012635,16785361,17084357,17373662,61.47112,62.96703303,64.33873755,64.5292714,64.68725933,64.81411827,64.92083246,0,0,0,0,0,0,0,0,0,0,0.059,20,2.407769783,3.554377346,5.10172181,2.721775777,3.589220166,3.966646233,1.728264633,0.417335589,-0.224103246,0.266012515,0,0,0,0,14.42952263,14.60569393,14.57125691,14.71635784,14.50466286,8.58845711,8.29596043,8.25742912,8.13646507,6,1,5,1,5,1,56.8,54.3,52.8,13,NA,0.395,0.414,0.43,0.48,0.48,0.51,0.528,0.551,0.543,0.544,0.554,0.549,0.535,0.532,0.522,0,17.43689791,11.04916829,4.329274975,10046,121222,121511,9.214929824,11.70537885,11.70776007,21.393,34.681,39.679,40.30000114,40.93000031,41.60000038,109.874321,113.0802536,107.6838379,62.00888062,92.31842804,104.0310593,NA,NA,44.89223099,17.68262559,11.66984796,4.862550409,24.9999993,44.99999982,34.99999825,32,34,74.112,75.089,76.143,45.8,32.2,25.5,NA,NA,NA,32,44.7,13.66468767,13.86143949,14.24988701,0,2.404619529
59,"Egypt, Arab Rep.",EGY,Middle East & North Africa,0.36561685,0.360446632,0.537267287,-280944,-190164,80.2,79.6,9.035633735,9.243782339,9.265817222,9.286913248,9.306966607,9.338411312,9.372735853,4.794429779,NA,NA,NA,NA,NA,NA,11.19999981,8.756999969,13.05200005,13.05200005,11.73700047,11.59200001,10.76000023,114,26.5,12.5,16.5,16.5,16.5,11.5,12.5,-0.4151942,-0.3705819,-0.7694843,-0.6595458,-0.6196748,-0.5848041,-0.4235377,-0.6301804,-0.8984183,-1.496646,-1.437697,-1.424304,-1.170035,-1.066421,-0.4241044,-0.1746296,-0.8355927,-0.9231897,-0.8620573,-0.8632245,-0.827766,-0.0241827,-0.1794199,-0.6012825,-0.5173006,-0.5425377,-0.4123932,-0.420846,-0.9647809,-1.188054,-1.190417,-1.204502,-1.250686,-1.311536,-1.428673,-0.6244493,-0.6313661,-0.638062,-0.6447245,-0.5366598,-0.5658687,-0.670213,55.8,59,55.2,NA,NA,NA,52.5,6.15,6.18,5.24,5.12,4.91,5.38,70,25,45,80,7,4,1,0,1,0,1,0,1,75523569,18.13995534,86422240,18.23147033,90424654,92442547,18.3420979,96442593,98423595,100388073,61.26027492,62.6508703,61.58430923,61.20794447,61.03653001,60.97149994,60.88883686,0,0,0,1,0,0,0,0,1,0,0.045,19,4.869396969,11.26518827,7.111729433,9.469719811,10.07021547,10.37049034,13.81360621,29.50660839,14.40146578,NA,1,0,0,0,11.75989198,11.42688418,10.09221902,8.351737504,7.660222084,5.33657265,5.36399841,5.63305616,4.947577,-3,0,-3,0,-4,0,2.8,3.6,4.1,0,248.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12.19308552,7.417009685,2.961820416,88934,95044,212492,11.3956498,11.46209522,12.26665962,30.31,31.358,32.964,25.29999924,23.05000019,25.45000076,95.70667267,102.2853394,NA,NA,68.90625,NA,30.12000084,31.41724014,35.02812958,14.39115538,9.382624484,4.127064416,6.000000016,61.99999992,41.0000001,36,35,69.434,70.349,71.302,47.8,36.6,27.2,59.2,NA,NA,129,31.8,15.92499622,16.45820413,16.02806153,0,5.56383109
